cells,celltype
SM.GE67G_S002_E1.50,GABA2
SM.GE67G_S004_E1.50,MP
SM.GE67G_S005_E1.50,K
SM.GE67G_S006_E1.50,K
SM.GE67G_S007_E1.50,MP
SM.GE67G_S008_E1.50,GABA2
SM.GE67G_S010_E1.50,MP
SM.GE67G_S011_E1.50,MP
SM.GE67G_S012_E1.50,K
SM.GE67G_S014_E1.50,K
SM.GE67G_S015_E1.50,MP
SM.GE67G_S016_E1.50,K
SM.GE67G_S017_E1.50,K
SM.GE67G_S018_E1.50,GABA1
SM.GE67G_S019_E1.50,MP
SM.GE67G_S021_E1.50,MP
SM.GE67G_S022_E1.50,K
SM.GE67G_S023_E1.50,K
SM.GE67G_S024_E1.50,MP
SM.GE67G_S129_E1.50,K
SM.GE67G_S130_E1.50,MP
SM.GE67G_S131_E1.50,K
SM.GE67G_S133_E1.50,K
SM.GE67G_S134_E1.50,GABA2
SM.GE67G_S136_E1.50,MP
SM.GE67G_S138_E1.50,MP
SM.GE67G_S140_E1.50,MP
SM.GE67G_S141_E1.50,K
SM.GE67G_S142_E1.50,MP
SM.GE67G_S143_E1.50,MP
SM.GE67G_S144_E1.50,MP
SM.GE67G_S145_E1.50,K
SM.GE67G_S146_E1.50,MP
SM.GE67G_S147_E1.50,MP
SM.GE67G_S148_E1.50,MP
SM.GE67G_S149_E1.50,MP
SM.GE67G_S150_E1.50,K
SM.GE67G_S151_E1.50,MP
SM.GE67G_S152_E1.50,K
SM.GE67G_S161_E1.50,K
SM.GE67G_S162_E1.50,K
SM.GE67G_S164_E1.50,K
SM.GE67G_S165_E1.50,K
SM.GE67G_S168_E1.50,MP
SM.GE67H_S001_E1.50,MP
SM.GE67H_S002_E1.50,K
SM.GE67H_S003_E1.50,MP
SM.GE67H_S004_E1.50,MP
SM.GE67H_S008_E1.50,MP
SM.GE67H_S009_E1.50,K
SM.GE67H_S010_E1.50,K
SM.GE67H_S011_E1.50,MP
SM.GE67H_S013_E1.50,GABA2
SM.GE67H_S016_E1.50,GABA1
SM.GE67H_S017_E1.50,K
SM.GE67H_S018_E1.50,K
SM.GE67H_S020_E1.50,MP
SM.GE67H_S021_E1.50,K
SM.GE67H_S022_E1.50,GABA2
SM.GE67H_S023_E1.50,MP
SM.GE67H_S024_E1.50,GABA2
SM.GE67H_S025_E1.50,K
SM.GE67H_S027_E1.50,MP
SM.GE67H_S029_E1.50,GABA2
SM.GE67H_S030_E1.50,K
SM.GE67H_S031_E1.50,K
SM.GE67H_S032_E1.50,K
SM.GE67H_S033_E1.50,GABA2
SM.GE67H_S034_E1.50,MP
SM.GE67H_S035_E1.50,MP
SM.GE67H_S036_E1.50,GABA2
SM.GE67H_S037_E1.50,MP
SM.GE67H_S038_E1.50,K
SM.GE67H_S039_E1.50,MP
SM.GE67H_S040_E1.50,K
SM.GE67H_S097_E1.50,K
SM.GE67H_S098_E1.50,MP
SM.GE67H_S099_E1.50,GABA2
SM.GE67H_S100_E1.50,GABA2
SM.GE67H_S101_E1.50,MP
SM.GE67H_S103_E1.50,MP
SM.GE67H_S104_E1.50,MP
SM.GE67H_S106_E1.50,K
SM.GE67H_S107_E1.50,K
SM.GE67H_S108_E1.50,K
SM.GE67H_S111_E1.50,GABA2
SM.GE67H_S112_E1.50,MP
SM.GE67H_S113_E1.50,MP
SM.GE67H_S114_E1.50,K
SM.GE67H_S115_E1.50,K
SM.GE67H_S116_E1.50,GABA2
SM.GE67H_S117_E1.50,MP
SM.GE67H_S118_E1.50,MP
SM.GE67H_S119_E1.50,MP
SM.GE67H_S120_E1.50,MP
SM.GE67H_S121_E1.50,K
SM.GE67H_S122_E1.50,MP
SM.GE67H_S123_E1.50,MP
SM.GE67H_S124_E1.50,MP
SM.GE67H_S125_E1.50,MP
SM.GE67H_S126_E1.50,MP
SM.GE67H_S127_E1.50,K
SM.GE67H_S128_E1.50,MP
SM.GE67H_S129_E1.50,MP
SM.GE67H_S131_E1.50,K
SM.GE67H_S132_E1.50,GABA2
SM.GE67H_S133_E1.50,K
SM.GE67H_S134_E1.50,MP
SM.GE67H_S135_E1.50,MP
SM.GE67H_S136_E1.50,GABA2
SM.GE67K_S146_E1.50,MP
SM.GE67K_S147_E1.50,K
SM.GE67K_S148_E1.50,K
SM.GE67K_S150_E1.50,K
SM.GE67K_S151_E1.50,MP
SM.GE67K_S152_E1.50,MP
SM.GE67K_S161_E1.50,MP
SM.GE67K_S162_E1.50,GABA1
SM.GE67K_S163_E1.50,GABA2
SM.GE67K_S165_E1.50,GABA2
SM.GE67K_S166_E1.50,MP
SM.GE67K_S167_E1.50,MP
SM.GE67K_S169_E1.50,MP
SM.GE67K_S170_E1.50,GABA2
SM.GE67K_S172_E1.50,MP
SM.GE67K_S173_E1.50,MP
SM.GE67K_S174_E1.50,MP
SM.GE67K_S175_E1.50,MP
SM.GE67K_S176_E1.50,K
SM.GE67K_S177_E1.50,MP
SM.GE67K_S178_E1.50,MP
SM.GE67K_S179_E1.50,MP
SM.GE67K_S181_E1.50,MP
SM.GE67K_S182_E1.50,MP
SM.GE67K_S183_E1.50,MP
SM.GE67K_S184_E1.50,MP
SM.GE67K_S185_E1.50,MP
SM.GE67K_S186_E1.50,MP
SM.GE67K_S187_E1.50,MP
SM.GE67K_S188_E1.50,MP
SM.GE67K_S189_E1.50,MP
SM.GE67K_S190_E1.50,MP
SM.GE67K_S192_E1.50,MP
SM.GE67L_S001_E1.50,K
SM.GE67L_S003_E1.50,MP
SM.GE67L_S004_E1.50,MP
SM.GE67L_S005_E1.50,MP
SM.GE67L_S006_E1.50,K
SM.GE67L_S007_E1.50,MP
SM.GE67L_S009_E1.50,K
SM.GE67L_S010_E1.50,MP
SM.GE67L_S011_E1.50,MP
SM.GE67L_S012_E1.50,MP
SM.GE67L_S013_E1.50,MP
SM.GE67L_S014_E1.50,MP
SM.GE67L_S015_E1.50,K
SM.GE67L_S016_E1.50,MP
SM.GE67L_S017_E1.50,MP
SM.GE67L_S019_E1.50,MP
SM.GE67L_S020_E1.50,MP
SM.GE67L_S021_E1.50,MP
SM.GE67L_S022_E1.50,MP
SM.GE67L_S023_E1.50,MP
SM.GE67L_S024_E1.50,MP
SM.GE67L_S025_E1.50,MP
SM.GE67L_S026_E1.50,MP
SM.GE67L_S027_E1.50,MP
SM.GE67L_S028_E1.50,MP
SM.GE67L_S029_E1.50,MP
SM.GE67L_S030_E1.50,K
SM.GE67L_S031_E1.50,MP
SM.GE67L_S032_E1.50,MP
SM.GE67L_S033_E1.50,MP
SM.GE67L_S034_E1.50,MP
SM.GE67L_S035_E1.50,K
SM.GE67L_S036_E1.50,MP
SM.GE67L_S037_E1.50,MP
SM.GE67L_S038_E1.50,MP
SM.GE67L_S039_E1.50,MP
SM.GE67L_S040_E1.50,GABA2
SM.GE67L_S042_E1.50,MP
SM.GE67L_S043_E1.50,MP
SM.GE67L_S044_E1.50,MP
SM.GE67L_S045_E1.50,MP
SM.GE67L_S046_E1.50,MP
SM.GE67L_S047_E1.50,MP
SM.GE67L_S048_E1.50,MP
SM.GE67L_S050_E1.50,MP
SM.GE67L_S051_E1.50,MP
SM.GE67L_S052_E1.50,MP
SM.GE67L_S053_E1.50,MP
SM.GE67L_S054_E1.50,MP
SM.GE67L_S055_E1.50,K
SM.GE67L_S056_E1.50,MP
SM.GE67L_S057_E1.50,MP
SM.GE67L_S058_E1.50,MP
SM.GE67L_S059_E1.50,MP
SM.GE67L_S060_E1.50,MP
SM.GE67L_S061_E1.50,MP
SM.GE67L_S062_E1.50,MP
SM.GE67L_S063_E1.50,MP
SM.GE67L_S064_E1.50,MP
SM.GE67L_S073_E1.50,MP
SM.GE67L_S074_E1.50,MP
SM.GE67L_S075_E1.50,MP
SM.GE67L_S076_E1.50,MP
SM.GE67L_S077_E1.50,MP
SM.GE67L_S078_E1.50,MP
SM.GE67L_S079_E1.50,MP
SM.GE67L_S080_E1.50,MP
SM.GE67L_S082_E1.50,MP
SM.GE67L_S083_E1.50,MP
SM.GE67L_S085_E1.50,MP
SM.GE67L_S087_E1.50,MP
SM.GE67L_S088_E1.50,MP
SM.GE67L_S089_E1.50,MP
SM.GE67L_S090_E1.50,MP
SM.GE67L_S091_E1.50,MP
SM.GE67L_S092_E1.50,MP
SM.GE67L_S093_E1.50,MP
SM.GE67L_S094_E1.50,MP
SM.GE67L_S095_E1.50,GABA2
SM.GE67L_S096_E1.50,MP
SM.GE67L_S097_E1.50,MP
SM.GE67L_S098_E1.50,MP
SM.GE67L_S099_E1.50,MP
SM.GE67L_S100_E1.50,MP
SM.GE67L_S103_E1.50,GABA2
SM.GE67L_S104_E1.50,MP
SM.GE67L_S105_E1.50,K
SM.GE67L_S106_E1.50,MP
SM.GE67L_S107_E1.50,MP
SM.GE67L_S108_E1.50,MP
SM.GE67L_S109_E1.50,MP
SM.GE67L_S110_E1.50,MP
SM.GE67L_S113_E1.50,MP
SM.GE67L_S114_E1.50,GABA2
SM.GE67L_S115_E1.50,MP
SM.GE67L_S116_E1.50,MP
SM.GE67L_S117_E1.50,MP
SM.GE67L_S118_E1.50,MP
SM.GE67L_S120_E1.50,K
SM.GE67L_S121_E1.50,MP
SM.GE67L_S122_E1.50,MP
SM.GE67L_S123_E1.50,GABA2
SM.GE67L_S124_E1.50,MP
SM.GE67L_S125_E1.50,MP
SM.GE67L_S126_E1.50,MP
SM.GE67L_S127_E1.50,K
SM.GE67L_S128_E1.50,MP
SM.GE67L_S129_E1.50,MP
SM.GE67L_S130_E1.50,MP
SM.GE67L_S132_E1.50,MP
SM.GE67L_S133_E1.50,MP
SM.GE67L_S134_E1.50,MP
SM.GE67L_S135_E1.50,K
SM.GE67L_S137_E1.50,MP
SM.GE67L_S138_E1.50,MP
SM.GE67L_S139_E1.50,MP
SM.GE67L_S140_E1.50,MP
SM.GE67L_S141_E1.50,MP
SM.GE67L_S142_E1.50,MP
SM.GE67L_S143_E1.50,MP
SM.GE67L_S144_E1.50,MP
SM.GE67L_S145_E1.50,MP
SM.GE67L_S146_E1.50,MP
SM.GE67L_S147_E1.50,MP
SM.GE67L_S148_E1.50,MP
SM.GE67L_S149_E1.50,MP
SM.GE67L_S150_E1.50,MP
SM.GE67L_S152_E1.50,MP
SM.GE67L_S153_E1.50,MP
SM.GE67L_S154_E1.50,K
SM.GE67L_S155_E1.50,MP
SM.GE67L_S156_E1.50,MP
SM.GE67L_S157_E1.50,MP
SM.GE67L_S158_E1.50,MP
SM.GE67L_S159_E1.50,MP
SM.GE67L_S161_E1.50,MP
SM.GE67L_S162_E1.50,MP
SM.GE67L_S163_E1.50,MP
SM.GE67L_S164_E1.50,MP
SM.GE67L_S165_E1.50,MP
SM.GE67L_S167_E1.50,K
SM.GE67L_S168_E1.50,MP
SM.GE67L_S177_E1.50,MP
SM.GE67L_S178_E1.50,MP
SM.GE67L_S179_E1.50,MP
SM.GE67L_S180_E1.50,MP
SM.GE67L_S181_E1.50,MP
SM.GE67L_S182_E1.50,MP
SM.GE67L_S184_E1.50,MP
SM.GE67L_S185_E1.50,GABA2
SM.GE67L_S186_E1.50,MP
SM.GE67L_S187_E1.50,MP
SM.GE67L_S188_E1.50,MP
SM.GE67L_S189_E1.50,MP
SM.GE67L_S190_E1.50,MP
SM.GE67L_S191_E1.50,MP
SM.GE67L_S192_E1.50,MP
SM.GE67R.Q_S057_E1.50,MP
SM.GE67R.Q_S059_E1.50,MP
SM.GE67R.Q_S060_E1.50,GABA2
SM.GE67R.Q_S061_E1.50,MP
SM.GE67R.Q_S062_E1.50,MP
SM.GE67R.Q_S063_E1.50,K
SM.GE67R.Q_S064_E1.50,GABA2
SM.GE67S.Q_S161_E1.50,MP
SM.GE67S.Q_S162_E1.50,MP
SM.GE67S.Q_S163_E1.50,K
SM.GE67S.Q_S164_E1.50,GABA2
SM.GE67S.Q_S166_E1.50,MP
SM.GE67S.Q_S167_E1.50,K
SM.GE67S.Q_S168_E1.50,MP
SM.GE67S.Q_S178_E1.50,MP
SM.GE67S.Q_S179_E1.50,MP
SM.GE67S.Q_S180_E1.50,MP
SM.GE67S.Q_S181_E1.50,MP
SM.GE67S.Q_S182_E1.50,MP
SM.GE67S.Q_S183_E1.50,MP
SM.GE67S.Q_S184_E1.50,MP
SM.GE67S.Q_S185_E1.50,MP
SM.GE67S.Q_S186_E1.50,MP
SM.GE67S.Q_S187_E1.50,MP
SM.GE67S.Q_S188_E1.50,MP
SM.GE67S.Q_S189_E1.50,MP
SM.GE67S.Q_S190_E1.50,MP
SM.GE67S.Q_S191_E1.50,MP
SM.GE67U.Q_S065_E1.50,MP
SM.GE67U.Q_S066_E1.50,GABA1
SM.GE67U.Q_S067_E1.50,GABA2
SM.GE67U.Q_S069_E1.50,K
SM.GE67U.Q_S070_E1.50,MP
SM.GE67U.Q_S071_E1.50,MP
SM.GE67U.Q_S072_E1.50,GABA2
SM.GE67U.Q_S073_E1.50,MP
SM.GE67U.Q_S075_E1.50,GABA2
SM.GE67U.Q_S076_E1.50,MP
SM.GE67U.Q_S077_E1.50,MP
SM.GE67U.Q_S078_E1.50,GABA2
SM.GE67U.Q_S080_E1.50,MP
SM.GE67U.Q_S081_E1.50,K
SM.GE67U.Q_S082_E1.50,MP
SM.GE67U.Q_S084_E1.50,MP
SM.GE67U.Q_S085_E1.50,K
SM.GE67U.Q_S086_E1.50,MP
SM.GE67U.Q_S087_E1.50,MP
SM.GE67U.Q_S088_E1.50,MP
SM.GE67U.Q_S090_E1.50,MP
SM.GE67U.Q_S091_E1.50,MP
SM.GE67U.Q_S093_E1.50,MP
SM.GE67U.Q_S095_E1.50,MP
SM.GE67U.Q_S096_E1.50,MP
SM.GE67U.Q_S097_E1.50,K
SM.GE67U.Q_S098_E1.50,K
SM.GE67U.Q_S099_E1.50,K
SM.GE67U.Q_S100_E1.50,GABA2
SM.GE67U.Q_S101_E1.50,K
SM.GE67U.Q_S102_E1.50,MP
SM.GE67U.Q_S104_E1.50,GABA1
SM.GE67U.Q_S105_E1.50,MP
SM.GE67U.Q_S106_E1.50,K
SM.GE67U.Q_S107_E1.50,MP
SM.GE67U.Q_S108_E1.50,K
SM.GE67U.Q_S109_E1.50,GABA2
SM.GE67U.Q_S111_E1.50,MP
SM.GE67U.Q_S112_E1.50,MP
SM.GE67U.Q_S113_E1.50,GABA2
SM.GE67U.Q_S114_E1.50,MP
SM.GE67U.Q_S117_E1.50,K
SM.GE67U.Q_S120_E1.50,K
SM.GE8ZC_S177_E1.50,K
SM.GE8ZC_S178_E1.50,MP
SM.GE8ZC_S179_E1.50,K
SM.GE8ZC_S180_E1.50,MP
SM.GE8ZC_S181_E1.50,MP
SM.GE8ZC_S182_E1.50,MP
SM.GE8ZC_S183_E1.50,K
SM.GE8ZC_S185_E1.50,MP
SM.GE8ZC_S186_E1.50,MP
SM.GE8ZC_S187_E1.50,MP
SM.GE8ZC_S188_E1.50,MP
SM.GE8ZC_S189_E1.50,MP
SM.GE8ZC_S190_E1.50,MP
SM.GE8ZC_S191_E1.50,MP
SM.GE8ZC_S192_E1.50,MP
SM.GE8ZI.Q_S105_E1.50,MP
SM.GE8ZI.Q_S106_E1.50,MP
SM.GE8ZI.Q_S108_E1.50,K
SM.GE8ZI.Q_S109_E1.50,MP
SM.GE8ZI.Q_S110_E1.50,K
SM.GE8ZI.Q_S113_E1.50,MP
SM.GE8ZI.Q_S114_E1.50,MP
SM.GE8ZI.Q_S115_E1.50,MP
SM.GE8ZI.Q_S116_E1.50,MP
SM.GE8ZI.Q_S117_E1.50,K
SM.GE8ZI.Q_S118_E1.50,MP
SM.GE8ZI.Q_S119_E1.50,K
SM.GE8ZI.Q_S120_E1.50,GABA2
SM.GE8YP_S001_E1.50,MP
SM.GE8YP_S002_E1.50,GABA1
SM.GE8YP_S003_E1.50,GABA2
SM.GE8YP_S004_E1.50,MP
SM.GE8YP_S005_E1.50,K
SM.GE8YP_S006_E1.50,GABA1
SM.GE8YP_S007_E1.50,MP
SM.GE8YP_S008_E1.50,GABA2
SM.GE8YP_S009_E1.50,GABA2
SM.GE8YP_S010_E1.50,GABA1
SM.GE8YP_S011_E1.50,K
SM.GE8YP_S012_E1.50,MP
SM.GE8YP_S013_E1.50,GABA2
SM.GE8YP_S014_E1.50,K
SM.GE8YP_S015_E1.50,K
SM.GE8YP_S016_E1.50,GABA2
SM.GE8YP_S017_E1.50,GABA1
SM.GE8YP_S018_E1.50,K
SM.GE8YP_S019_E1.50,MP
SM.GE8YP_S020_E1.50,K
SM.GE8YP_S021_E1.50,K
SM.GE8YP_S022_E1.50,GABA1
SM.GE8YP_S023_E1.50,K
SM.GE8YP_S024_E1.50,GABA2
SM.GE8YP_S025_E1.50,MP
SM.GE8YP_S026_E1.50,MP
SM.GE8YP_S027_E1.50,GABA1
SM.GE8YP_S028_E1.50,MP
SM.GE8YP_S029_E1.50,MP
SM.GE8YP_S030_E1.50,MP
SM.GE8YP_S031_E1.50,MP
SM.GE8YP_S032_E1.50,MP
SM.GE8YP_S033_E1.50,MP
SM.GE8YP_S034_E1.50,MP
SM.GE8YP_S035_E1.50,K
SM.GE8YP_S036_E1.50,MP
SM.GE8YP_S037_E1.50,MP
SM.GE8YP_S038_E1.50,MP
SM.GE8YP_S039_E1.50,MP
SM.GE8YP_S040_E1.50,MP
SM.GE8YP_S049_E1.50,K
SM.GE8YP_S051_E1.50,MP
SM.GE8YP_S052_E1.50,K
SM.GE8YP_S053_E1.50,MP
SM.GE8YP_S054_E1.50,K
SM.GE8YP_S055_E1.50,GABA2
SM.GE8YP_S056_E1.50,MP
SM.GE8YP_S065_E1.50,GABA2
SM.GE8YP_S066_E1.50,GABA2
SM.GE8YP_S067_E1.50,GABA2
SM.GE8YP_S071_E1.50,GABA2
SM.GE8YP_S074_E1.50,GABA2
SM.GE8YP_S079_E1.50,GABA2
SM.GE8YP_S081_E1.50,GABA2
SM.GE8YP_S083_E1.50,GABA2
SM.GE8YP_S084_E1.50,K
SM.GE8YP_S089_E1.50,GABA2
SM.GE8YP_S090_E1.50,GABA2
SM.GE8YP_S095_E1.50,GABA2
SM.GE8YP_S097_E1.50,K
SM.GE8YP_S098_E1.50,MP
SM.GE8YP_S099_E1.50,K
SM.GE8YP_S100_E1.50,K
SM.GE8YP_S102_E1.50,K
SM.GE8YP_S103_E1.50,MP
SM.GE8YP_S104_E1.50,MP
SM.GE8YP_S105_E1.50,MP
SM.GE8YP_S106_E1.50,GABA1
SM.GE8YP_S107_E1.50,MP
SM.GE8YP_S108_E1.50,K
SM.GE8YP_S109_E1.50,K
SM.GE8YP_S110_E1.50,MP
SM.GE8YP_S111_E1.50,GABA1
SM.GE8YP_S112_E1.50,K
SM.GE8YP_S113_E1.50,K
SM.GE8YP_S114_E1.50,K
SM.GE8YP_S115_E1.50,MP
SM.GE8YP_S116_E1.50,MP
SM.GE8YP_S117_E1.50,K
SM.GE8YP_S118_E1.50,K
SM.GE8YP_S119_E1.50,K
SM.GE8YP_S120_E1.50,MP
SM.GE8YP_S121_E1.50,MP
SM.GE8YP_S122_E1.50,MP
SM.GE8YP_S123_E1.50,K
SM.GE8YP_S124_E1.50,MP
SM.GE8YP_S125_E1.50,MP
SM.GE8YP_S126_E1.50,K
SM.GE8YP_S127_E1.50,GABA2
SM.GE8YP_S128_E1.50,K
SM.GE8YP_S130_E1.50,MP
SM.GE8YP_S131_E1.50,GABA2
SM.GE8YP_S132_E1.50,MP
SM.GE8YP_S133_E1.50,MP
SM.GE8YP_S134_E1.50,MP
SM.GE8YP_S135_E1.50,MP
SM.GE8YP_S136_E1.50,MP
SM.GE8YP_S137_E1.50,MP
SM.GE8YP_S138_E1.50,MP
SM.GE8YP_S139_E1.50,MP
SM.GE8YP_S140_E1.50,GABA1
SM.GE8YP_S141_E1.50,MP
SM.GE8YP_S142_E1.50,GABA2
SM.GE8YP_S143_E1.50,MP
SM.GE8YP_S144_E1.50,MP
SM.GE8YP_S154_E1.50,GABA2
SM.GE8YP_S155_E1.50,GABA2
SM.GE8YP_S157_E1.50,GABA2
SM.GE8YP_S159_E1.50,GABA2
SM.GE8YP_S160_E1.50,GABA2
SM.GE8YP_S162_E1.50,K
SM.GE8YP_S163_E1.50,GABA2
SM.GE8YP_S173_E1.50,GABA1
SM.GE8YP_S174_E1.50,GABA2
SM.GE8YP_S183_E1.50,GABA2
SM.GE8YP_S188_E1.50,GABA2
SM.GE8YP_S190_E1.50,GABA2
SM.GE8YQ_S001_E1.50,K
SM.GE8YQ_S002_E1.50,MP
SM.GE8YQ_S003_E1.50,GABA2
SM.GE8YQ_S004_E1.50,K
SM.GE8YQ_S005_E1.50,GABA2
SM.GE8YQ_S007_E1.50,MP
SM.GE8YQ_S008_E1.50,GABA2
SM.GE8YQ_S009_E1.50,K
SM.GE8YQ_S010_E1.50,GABA1
SM.GE8YQ_S011_E1.50,MP
SM.GE8YQ_S012_E1.50,MP
SM.GE8YQ_S013_E1.50,K
SM.GE8YQ_S014_E1.50,MP
SM.GE8YQ_S015_E1.50,K
SM.GE8YQ_S016_E1.50,GABA2
SM.GE8YQ_S017_E1.50,GABA1
SM.GE8YQ_S018_E1.50,GABA2
SM.GE8YQ_S019_E1.50,K
SM.GE8YQ_S020_E1.50,MP
SM.GE8YQ_S021_E1.50,GABA1
SM.GE8YQ_S022_E1.50,GABA2
SM.GE8YQ_S023_E1.50,K
SM.GE8YQ_S024_E1.50,GABA2
SM.GE8YQ_S025_E1.50,MP
SM.GE8YQ_S026_E1.50,MP
SM.GE8YQ_S027_E1.50,MP
SM.GE8YQ_S028_E1.50,MP
SM.GE8YQ_S029_E1.50,MP
SM.GE8YQ_S030_E1.50,MP
SM.GE8YQ_S031_E1.50,MP
SM.GE8YQ_S032_E1.50,MP
SM.GE8YQ_S033_E1.50,MP
SM.GE8YQ_S034_E1.50,K
SM.GE8YQ_S035_E1.50,MP
SM.GE8YQ_S036_E1.50,MP
SM.GE8YQ_S037_E1.50,MP
SM.GE8YQ_S038_E1.50,MP
SM.GE8YQ_S039_E1.50,MP
SM.GE8YQ_S040_E1.50,GABA2
SM.GE8YQ_S041_E1.50,K
SM.GE8YQ_S042_E1.50,MP
SM.GE8YQ_S043_E1.50,MP
SM.GE8YQ_S044_E1.50,MP
SM.GE8YQ_S045_E1.50,MP
SM.GE8YQ_S046_E1.50,MP
SM.GE8YQ_S047_E1.50,MP
SM.GE8YQ_S048_E1.50,MP
SM.GE8YQ_S049_E1.50,GABA2
SM.GE8YQ_S050_E1.50,GABA2
SM.GE8YQ_S052_E1.50,GABA2
SM.GE8YQ_S068_E1.50,GABA1
SM.GE8YQ_S072_E1.50,GABA2
SM.GE8YQ_S076_E1.50,GABA2
SM.GE8YQ_S078_E1.50,GABA2
SM.GE8YQ_S080_E1.50,GABA2
SM.GE8YQ_S081_E1.50,GABA2
SM.GE8YQ_S084_E1.50,GABA2
SM.GE8YQ_S089_E1.50,GABA2
SM.GE8YQ_S090_E1.50,GABA2
SM.GE8YQ_S091_E1.50,GABA2
SM.GE8YQ_S092_E1.50,GABA2
SM.GE8YQ_S093_E1.50,GABA2
SM.GE8YQ_S095_E1.50,GABA2
SM.GE8YQ_S097_E1.50,K
SM.GE8YQ_S098_E1.50,MP
SM.GE8YQ_S099_E1.50,K
SM.GE8YQ_S100_E1.50,GABA2
SM.GE8YQ_S101_E1.50,GABA2
SM.GE8YQ_S102_E1.50,K
SM.GE8YQ_S104_E1.50,K
SM.GE8YQ_S105_E1.50,MP
SM.GE8YQ_S106_E1.50,K
SM.GE8YQ_S107_E1.50,K
SM.GE8YQ_S108_E1.50,K
SM.GE8YQ_S109_E1.50,GABA2
SM.GE8YQ_S110_E1.50,MP
SM.GE8YQ_S111_E1.50,GABA2
SM.GE8YQ_S112_E1.50,GABA2
SM.GE8YQ_S113_E1.50,MP
SM.GE8YQ_S114_E1.50,GABA2
SM.GE8YQ_S115_E1.50,K
SM.GE8YQ_S116_E1.50,K
SM.GE8YQ_S117_E1.50,GABA2
SM.GE8YQ_S118_E1.50,K
SM.GE8YQ_S119_E1.50,K
SM.GE8YQ_S120_E1.50,MP
SM.GE8YQ_S121_E1.50,MP
SM.GE8YQ_S122_E1.50,GABA2
SM.GE8YQ_S123_E1.50,MP
SM.GE8YQ_S124_E1.50,MP
SM.GE8YQ_S125_E1.50,MP
SM.GE8YQ_S126_E1.50,K
SM.GE8YQ_S127_E1.50,MP
SM.GE8YQ_S128_E1.50,MP
SM.GE8YQ_S129_E1.50,MP
SM.GE8YQ_S130_E1.50,MP
SM.GE8YQ_S131_E1.50,GABA1
SM.GE8YQ_S132_E1.50,K
SM.GE8YQ_S133_E1.50,MP
SM.GE8YQ_S134_E1.50,MP
SM.GE8YQ_S135_E1.50,MP
SM.GE8YQ_S136_E1.50,MP
SM.GE8YQ_S137_E1.50,MP
SM.GE8YQ_S138_E1.50,GABA1
SM.GE8YQ_S139_E1.50,MP
SM.GE8YQ_S140_E1.50,MP
SM.GE8YQ_S141_E1.50,MP
SM.GE8YQ_S142_E1.50,MP
SM.GE8YQ_S143_E1.50,MP
SM.GE8YQ_S144_E1.50,MP
SM.GE8YQ_S145_E1.50,GABA2
SM.GE8YQ_S146_E1.50,GABA1
SM.GE8YQ_S148_E1.50,GABA2
SM.GE8YQ_S153_E1.50,GABA2
SM.GE8YQ_S154_E1.50,GABA2
SM.GE8YQ_S157_E1.50,GABA2
SM.GE8YQ_S158_E1.50,GABA2
SM.GE8YQ_S171_E1.50,GABA2
SM.GE8YQ_S172_E1.50,GABA2
SM.GE8YQ_S177_E1.50,GABA2
SM.GE8YQ_S181_E1.50,K
SM.GE8YQ_S184_E1.50,GABA2
SM.GE8YQ_S188_E1.50,GABA1
SM.GE8YQ_S191_E1.50,GABA2
SM.GE8YQ_S192_E1.50,GABA2
SM.GE8YR_S001_E1.50,MP
SM.GE8YR_S002_E1.50,MP
SM.GE8YR_S003_E1.50,K
SM.GE8YR_S004_E1.50,K
SM.GE8YR_S005_E1.50,MP
SM.GE8YR_S006_E1.50,K
SM.GE8YR_S007_E1.50,GABA2
SM.GE8YR_S008_E1.50,GABA2
SM.GE8YR_S009_E1.50,K
SM.GE8YR_S010_E1.50,GABA1
SM.GE8YR_S011_E1.50,K
SM.GE8YR_S012_E1.50,GABA1
SM.GE8YR_S013_E1.50,K
SM.GE8YR_S014_E1.50,GABA2
SM.GE8YR_S015_E1.50,GABA1
SM.GE8YR_S016_E1.50,MP
SM.GE8YR_S017_E1.50,GABA2
SM.GE8YR_S018_E1.50,K
SM.GE8YR_S019_E1.50,K
SM.GE8YR_S020_E1.50,K
SM.GE8YR_S021_E1.50,K
SM.GE8YR_S022_E1.50,GABA1
SM.GE8YR_S023_E1.50,GABA1
SM.GE8YR_S024_E1.50,GABA2
SM.GE8YR_S026_E1.50,MP
SM.GE8YR_S027_E1.50,MP
SM.GE8YR_S028_E1.50,GABA2
SM.GE8YR_S029_E1.50,GABA2
SM.GE8YR_S030_E1.50,MP
SM.GE8YR_S031_E1.50,MP
SM.GE8YR_S032_E1.50,K
SM.GE8YR_S033_E1.50,MP
SM.GE8YR_S034_E1.50,MP
SM.GE8YR_S035_E1.50,MP
SM.GE8YR_S036_E1.50,MP
SM.GE8YR_S037_E1.50,MP
SM.GE8YR_S038_E1.50,MP
SM.GE8YR_S039_E1.50,MP
SM.GE8YR_S040_E1.50,MP
SM.GE8YR_S041_E1.50,MP
SM.GE8YR_S042_E1.50,MP
SM.GE8YR_S043_E1.50,MP
SM.GE8YR_S044_E1.50,MP
SM.GE8YR_S045_E1.50,MP
SM.GE8YR_S046_E1.50,MP
SM.GE8YR_S047_E1.50,MP
SM.GE8YR_S048_E1.50,MP
SM.GE8YR_S050_E1.50,GABA2
SM.GE8YR_S051_E1.50,GABA2
