cells,celltype
SM.D9EOW_S54_E1.50,MP
SM.D9EOW_S55_E1.50,MP
SM.D9EOW_S57_E1.50,MP
SM.D9EOW_S58_E1.50,MP
SM.D9EOW_S61_E1.50,MP
SM.D9EOW_S62_E1.50,MP
SM.D9EOW_S63_E1.50,MP
SM.D9EOW_S65_E1.50,MP
SM.D9EOW_S66_E1.50,MP
SM.D9EOW_S68_E1.50,MP
SM.D9EOW_S69_E1.50,MP
SM.D9EOW_S70_E1.50,GABA2
SM.D9EOX_S33_E1.50,MP
SM.D9EOX_S34_E1.50,MP
SM.D9EOX_S35_E1.50,MP
SM.D9EOX_S36_E1.50,MP
SM.D9EOX_S37_E1.50,MP
SM.D9EOX_S38_E1.50,GABA2
SM.D9EOX_S39_E1.50,MP
SM.D9EOX_S41_E1.50,MP
SM.D9EOX_S42_E1.50,MP
SM.D9EOX_S43_E1.50,MP
SM.D9EOX_S44_E1.50,MP
SM.D9EOX_S45_E1.50,MP
SM.D9EOX_S46_E1.50,MP
SM.D9EOX_S47_E1.50,MP
SM.D9EOX_S49_E1.50,MP
SM.D9EOX_S51_E1.50,MP
SM.D9EOX_S52_E1.50,MP
SM.D9EOX_S53_E1.50,MP
SM.D9EOX_S54_E1.50,MP
SM.D9EOX_S55_E1.50,MP
SM.D9EOX_S57_E1.50,MP
SM.D9EOX_S59_E1.50,MP
SM.D9EOX_S61_E1.50,MP
SM.D9EOX_S62_E1.50,MP
SM.D9EOX_S63_E1.50,MP
SM.D9EOX_S65_E1.50,MP
SM.D9EOX_S66_E1.50,MP
SM.D9EOX_S67_E1.50,MP
SM.D9EOX_S68_E1.50,MP
SM.D9EOX_S69_E1.50,MP
SM.D9EOX_S70_E1.50,MP
SM.D9EOX_S71_E1.50,MP
SM.D9EOY_S33_E1.50,MP
SM.D9EOY_S34_E1.50,MP
SM.D9EOY_S35_E1.50,MP
SM.D9EOY_S36_E1.50,MP
SM.D9EOY_S37_E1.50,MP
SM.D9EOY_S38_E1.50,MP
SM.D9EOY_S39_E1.50,MP
SM.D9EOY_S41_E1.50,MP
SM.D9EOY_S42_E1.50,MP
SM.D9EOY_S43_E1.50,MP
SM.D9EOY_S44_E1.50,MP
SM.D9EOY_S45_E1.50,MP
SM.D9EOY_S46_E1.50,MP
SM.D9EOY_S47_E1.50,MP
SM.D9EOY_S49_E1.50,MP
SM.D9EOY_S50_E1.50,MP
SM.D9EOY_S51_E1.50,MP
SM.D9EOY_S53_E1.50,MP
SM.D9EOY_S54_E1.50,MP
SM.D9EOY_S55_E1.50,MP
SM.D9EOY_S57_E1.50,MP
SM.D9EOY_S58_E1.50,MP
SM.D9EOY_S60_E1.50,MP
SM.D9EOY_S62_E1.50,GABA2
SM.D9EOY_S63_E1.50,MP
SM.D9EOY_S65_E1.50,MP
SM.D9EOY_S68_E1.50,MP
SM.D9EOY_S69_E1.50,MP
SM.D9EOY_S70_E1.50,MP
SM.D9EOY_S71_E1.50,MP
SM.D9EOZ_S26_E1.50,MP
SM.D9EOZ_S27_E1.50,MP
SM.D9EOZ_S28_E1.50,MP
SM.D9EOZ_S29_E1.50,GABA1
SM.D9EOZ_S42_E1.50,MP
SM.D9EOZ_S43_E1.50,MP
SM.D9EOZ_S45_E1.50,GABA2
SM.D9EOZ_S46_E1.50,MP
SM.D9EOZ_S47_E1.50,MP
SM.D9EOZ_S49_E1.50,MP
SM.D9EOZ_S51_E1.50,MP
SM.D9EOZ_S53_E1.50,MP
SM.D9EOZ_S54_E1.50,MP
SM.D9EP6_S25_E1.50,MP
SM.D9EP6_S26_E1.50,MP
SM.D9EP6_S28_E1.50,MP
SM.D9EP6_S29_E1.50,MP
SM.D9EP6_S30_E1.50,MP
SM.D9EP6_S31_E1.50,MP
SM.D9EP6_S34_E1.50,MP
SM.D9EP6_S36_E1.50,MP
SM.D9EP6_S37_E1.50,MP
SM.D9EP6_S38_E1.50,MP
SM.D9EP6_S41_E1.50,MP
SM.D9EP6_S42_E1.50,MP
SM.D9EP6_S43_E1.50,MP
SM.D9EP6_S44_E1.50,MP
SM.D9EP6_S45_E1.50,MP
SM.D9EP6_S47_E1.50,MP
SM.D9EP6_S49_E1.50,MP
SM.D9EP6_S51_E1.50,MP
SM.D9EP6_S52_E1.50,MP
SM.D9EP6_S53_E1.50,MP
SM.D9EP6_S54_E1.50,MP
SM.D9EP6_S55_E1.50,MP
SM.D9EP6_S65_E1.50,MP
SM.D9EP6_S66_E1.50,MP
SM.D9EP6_S67_E1.50,MP
SM.D9EP6_S68_E1.50,MP
SM.D9EP6_S69_E1.50,MP
SM.D9EP6_S70_E1.50,GABA2
SM.D9EP6_S71_E1.50,MP
SM.D9EP6_S73_E1.50,MP
SM.D9EP6_S74_E1.50,MP
SM.D9EP6_S75_E1.50,K
SM.D9EP6_S76_E1.50,MP
SM.D9EP6_S77_E1.50,GABA2
SM.D9EP6_S78_E1.50,MP
SM.D9EP6_S79_E1.50,MP
SM.D9EP7_S25_E1.50,MP
SM.D9EP7_S26_E1.50,MP
SM.D9EP7_S27_E1.50,K
SM.D9EP7_S29_E1.50,MP
SM.D9EP7_S30_E1.50,MP
SM.D9EP7_S31_E1.50,MP
SM.D9EP7_S33_E1.50,K
SM.D9EP7_S34_E1.50,MP
SM.D9EP7_S35_E1.50,MP
SM.D9EP7_S36_E1.50,MP
SM.D9EP7_S38_E1.50,MP
SM.D9EP7_S41_E1.50,MP
SM.D9EP7_S44_E1.50,MP
SM.D9EP7_S46_E1.50,MP
SM.D9EP7_S47_E1.50,MP
SM.D9EP7_S49_E1.50,MP
SM.D9EP7_S51_E1.50,MP
SM.D9EP7_S52_E1.50,MP
SM.D9EP7_S53_E1.50,MP
SM.D9EP7_S55_E1.50,MP
SM.D9EP7_S58_E1.50,MP
SM.D9EP7_S59_E1.50,MP
SM.D9EP7_S60_E1.50,MP
SM.D9EP7_S61_E1.50,MP
SM.D9EP7_S62_E1.50,MP
SM.D9EP7_S63_E1.50,MP
SM.D9EP7_S65_E1.50,MP
SM.D9EP7_S67_E1.50,MP
SM.D9EP7_S68_E1.50,MP
SM.D9EP7_S69_E1.50,MP
SM.D9EP7_S70_E1.50,MP
SM.D9EP7_S71_E1.50,MP
SM.D9EP9_S34_E1.50,MP
SM.D9EP9_S35_E1.50,MP
SM.D9EP9_S37_E1.50,MP
SM.D9EP9_S38_E1.50,MP
SM.D9EP9_S39_E1.50,MP
SM.D9EP9_S41_E1.50,MP
SM.D9EP9_S42_E1.50,MP
SM.D9EP9_S43_E1.50,MP
SM.D9EP9_S46_E1.50,MP
SM.D9EP9_S47_E1.50,MP
SM.D9EP9_S50_E1.50,MP
SM.D9EP9_S52_E1.50,MP
SM.D9EP9_S53_E1.50,MP
SM.D9EP9_S54_E1.50,K
SM.D9EP9_S55_E1.50,MP
SM.D9EP9_S57_E1.50,MP
SM.D9EP9_S58_E1.50,MP
SM.D9EP9_S59_E1.50,MP
SM.D9EP9_S60_E1.50,MP
SM.D9EP9_S61_E1.50,MP
SM.D9EP9_S62_E1.50,MP
SM.D9EP9_S63_E1.50,MP
SM.D9EP9_S65_E1.50,MP
SM.D9EP9_S66_E1.50,MP
SM.D9EP9_S67_E1.50,MP
SM.D9EP9_S68_E1.50,MP
SM.D9EP9_S69_E1.50,MP
SM.D9EP9_S70_E1.50,MP
SM.D9EP9_S71_E1.50,MP
SM.D9EP9_S73_E1.50,MP
SM.D9EP9_S74_E1.50,MP
SM.D9EP9_S75_E1.50,GABA1
SM.D9EP9_S76_E1.50,MP
SM.D9EP9_S77_E1.50,MP
SM.D9EP9_S78_E1.50,MP
SM.D9EP9_S79_E1.50,MP
SM.D9EPR_S74_E1.50,MP
SM.D9EPR_S76_E1.50,MP
SM.D9EPR_S77_E1.50,MP
SM.D9EPR_S78_E1.50,MP
SM.D9EPR_S79_E1.50,MP
SM.D9EPR_S81_E1.50,MP
SM.D9EPR_S82_E1.50,MP
SM.D9EPR_S83_E1.50,GABA2
SM.D9EPR_S84_E1.50,MP
SM.D9EPR_S85_E1.50,MP
SM.D9EPR_S86_E1.50,MP
SM.D9EPR_S87_E1.50,MP
SM.D9EPR_S89_E1.50,GABA2
SM.D9EPR_S90_E1.50,MP
SM.D9EPR_S91_E1.50,MP
SM.D9EPR_S92_E1.50,MP
SM.D9EPR_S94_E1.50,MP
SM.D9EPR_S95_E1.50,MP
SM.D9EPS_S89_E1.50,MP
SM.D9EPS_S90_E1.50,GABA2
SM.D9EPS_S91_E1.50,MP
SM.D9EPS_S92_E1.50,MP
SM.D9EPS_S93_E1.50,MP
SM.D9EPS_S94_E1.50,MP
SM.D9EPT_S73_E1.50,MP
SM.D9EPT_S74_E1.50,MP
SM.D9EPT_S76_E1.50,MP
SM.D9EPT_S78_E1.50,MP
SM.D9EPT_S79_E1.50,MP
SM.D9EPT_S81_E1.50,MP
SM.D9EPT_S82_E1.50,MP
SM.D9EPT_S83_E1.50,MP
SM.D9EPT_S84_E1.50,MP
SM.D9EPT_S85_E1.50,MP
SM.D9EPT_S90_E1.50,MP
SM.D9EPT_S92_E1.50,MP
SM.D9EPT_S93_E1.50,MP
SM.D9EPT_S94_E1.50,MP
SM.D9EPT_S95_E1.50,MP
SM.D9EPU_S73_E1.50,MP
SM.D9EPU_S74_E1.50,MP
SM.D9EPU_S76_E1.50,MP
SM.D9EPU_S77_E1.50,MP
SM.D9EPU_S78_E1.50,MP
SM.D9EPU_S82_E1.50,MP
SM.D9EPU_S84_E1.50,MP
SM.D9EPU_S85_E1.50,GABA2
SM.D9EPU_S86_E1.50,MP
SM.D9EPU_S87_E1.50,MP
SM.D9EPU_S88_E1.50,GABA2
SM.D9EPU_S89_E1.50,MP
SM.D9EPU_S90_E1.50,MP
SM.D9EPU_S91_E1.50,MP
SM.D9EPU_S93_E1.50,MP
SM.D9EPU_S94_E1.50,MP
SM.D9EPU_S95_E1.50,MP
